initialOwner,claimant,totalAmount,tgePercentage,cliffDuration,vestingDuration
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xfC663B8e5ec9f5DD2e358B34Ff448B564CC43ba6,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xa23E10acd274FE0BF38Ff1EB7001a20a322491fD,"23,684.21",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x0777832795d856711e8474bA63f9FAeF71467775,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xF91B54E99bf3c8028ffA690f664897FA0f1212C1,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x013e01AFB52005a4056052F17676fc1DED997D21,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x2A0Aa8708E71960fC5358686B6CD7E95f21f2044,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xdc753D6dC51B095c0e9BdCc83B8F74E2C3eC6188,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x5d335A726826602c3dD775690E31e34de071F8bb,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x38E06Cad1c74E5233AEd8da09F707CBCbeC2B54F,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x3B178D034Bb534F49a998Fe82dfb2407975C183b,"47,368.42",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xD6ab48A1379FE3e8E88c19857e18562a488ddf6A,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xB4273e47E43983DDcd840F3A1528565F7E0d80Cb,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x7862Bb3B2906F1a2cF5082bb0d0d0f2AC12026D3,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x585ab1ef5079D02D97296636bd466D5C93f37E31,"23,684.21",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xd6B1F06353Cd420e49890992DEEa43649b273e44,"35,526.32",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x7FCE5E3d6f46C10790372e11a954455C27269835,"47,368.42",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x20F05Ec683d2Ca2Cab9baAa6D9F9EA1a2fEfD446,"23,684.21",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xC980e5a601E6b0d3094DCF20476Dc0a1e634bF5D,"23,684.21",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x83777783c59041b68ADED7C2B13dF8a8dD193650,"7,105.26",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x86565c4565F9E1452DDEa56A46B7fD4Ea548D825,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xe74B850C92F7F4077Cca91D044af252B38d45BDF,"59,210.53",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x148DD462b59D70862a08D1862a53CeCA2D58fB6d,"23,684.21",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xd05679f764e526d2024258F19b49f8f747cA6922,"47,368.42",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x741930644E1Db284E88318ba78f95b5B1Ab9aBC4,"99,473.68",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x1fBDCdb786B411e0427188b048Cd43188C61E5e4,"47,368.42",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xD1735743D466Fa93EAcb5a9b53A518b26BB270D3,"23,684.21",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x2364797FDA4928016e631aDf65e532a941c86AFd,"35,526.32",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x039255900459494dfc2CA8710801e06c2c870097,"35,526.32",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xabc5b7565eb039C9987102C062495a598f9cca5A,"11,842.11",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xE1b96cAb6562a2546c017A20CF3409473F4eB4D2,"118,421.05",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x9Ce6De0ecDceBdF18E55D0F50c7456d1ef0A1C87,"118,421.05",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xd908BD9C83b8B45f505444eba17A2535C7294dF9,"118,421.05",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x00A17D77B37B70516D12B43064f3998b2a3dacDe,"23,684.21",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x9E8A0D9507295975BCD07De38F946c7a25327825,"71,052.63",0,0,20
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x0d35428F4C48aAb788d512dC02bB2b6Aa008dFe8,"1,000,000.00",2.50%,6,18
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0xd34F6a034Ce15f956d330852d7b6B2Cf7B598B67,"86,716.00",2.50%,6,23
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x313dC8f4cb8f0E420c5757657BE2A5B1c4Ac878A,"300,000.00",2.50%,6,23
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x5bD70Be716376AeA94d42D06Ab901565A563cfCC,"5,565,862.71",0,0,3
0xEb1D1BE2FE7291E1Ae0404FbF0405618E20eBE37,0x5D5F31971a0aAC6b27Fb03B431Ad5aCC860D2E8d,"26,664,881.00",0,0,3
